geneName,log2FC,pvalue,ProteinAccessions,,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
"CELE_T05C3,6",0.9531,2.89904,H2KZ05,,Uncharacterized protein,15.6083,15.2397,15.4609,15.5786,14.6084,14.6072,14.7613,14.0981,2.89904,0.000131282,0.9531,5.69869,+
clec-266,-0.131891,0.0941774,H2KZ06;H2KZ07,,C-type LECtin,16.5321,15.7318,15.2971,17.3725,16.5846,15.8072,16.2147,16.8546,0.0941774,0.604403,-0.131891,-0.257971,
ampd-1,1.21592,3.5934,H2KZ18;H2KZ19,,AMP deaminase,18.462,18.5224,18.9173,19.0479,17.4382,17.6481,17.3857,17.614,3.5934,0,1.21592,7.67986,+
wip-1,1.87846,3.86119,H2KZ22;Q8WT46,,Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment,18.0381,18.1865,18.0088,18.5087,16.4967,16.338,15.7746,16.619,3.86119,0,1.87846,8.58055,+
"C27H5,2",0.398769,0.260478,H2KZ24;H2KZ25;H2KZ26;Q8IG43,,Uncharacterized protein,14.2694,13.9757,14.1311,14.9362,12.8219,14.1576,15.4943,13.2436,0.260478,0.270721,0.398769,0.634878,
hpo-10,3.32126,4.98383,H2KZ29;Q8I7L2,,Uncharacterized protein,14.4874,14.1804,14.3554,15.1297,10.9116,11.1376,11.2641,11.5545,4.98383,0,3.32126,13.4691,+
tat-4,2.24347,3.37696,H2KZ37,,Phospholipid-transporting ATPase,17.9018,18.1332,17.8526,18.2999,15.6575,16.5267,15.9547,15.0747,3.37696,0,2.24347,7.0113,+
"C30F12,5",2.3241,2.65463,H2KZ48,,Uncharacterized protein,15.5122,16.6433,15.8324,17.4432,13.9509,13.8659,13.8658,14.4522,2.65463,0.000288305,2.3241,5.10295,+
mrpl-14,0.353271,0.333772,H2KZ52,,"Mitochondrial Ribosomal Protein, Large",14.4622,13.9086,14.1428,14.9997,14.3983,13.7099,13.1195,14.8724,0.333772,0.200763,0.353271,0.782472,
skpo-3,0.224957,0.363473,H2KZ53;Q95QH5,,ShK domain and PerOxidase domain containing protein,14.1325,14.0686,14.3337,14.4807,14.2911,13.5499,13.6728,14.602,0.363473,0.17919,0.224957,0.840115,
clec-88,-1.13499,1.27798,H2KZ57;Q86NG3,,C-type LECtin;C-type lectin domain-containing protein 88,13.7086,15.2037,15.8284,14.5844,15.8303,15.6645,16.1287,16.2417,1.27798,0.00988864,-1.13499,-2.40788,+
"CELE_ZC477,3",0.31437,0.663583,H2KZ70;Q5WRS7,,Uncharacterized protein,14.4081,14.2625,13.7882,14.6216,13.6526,13.8023,14.0643,14.3038,0.663583,0.0631368,0.31437,1.3794,
noah-1,2.88185,2.27395,H2KZ73;H8W3Y1;Q8T3B7,,NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A),17.9527,17.5921,18.1337,20.5231,15.9494,15.4655,15.5116,15.7477,2.27395,0.000548154,2.88185,4.25991,+
col-107,2.69418,3.3391,H2KZ76;Q86S35,,COLlagen,13.0209,14.4109,13.992,14.6255,11.4735,11.0115,11.0922,11.6955,3.3391,0,2.69418,6.89938,+
"CELE_R02F11,3",2.14415,3.19393,H2KZ89;Q5ZR77,,Uncharacterized protein,13.5881,14.2975,14.4078,14.931,12.5341,12.3973,11.952,11.7644,3.19393,6.05E-05,2.14415,6.48354,+
"CELE_Y48G9A,9",2.94418,3.99678,H2KZ95;Q7YZG5,,Protein-tyrosine-phosphatase,16.2656,16.9693,16.6305,15.8037,13.0456,13.2567,13.9921,13.5982,3.99678,0,2.94418,9.07041,+
"C41G11,1",-0.686418,1.28397,H2KZ98;Q3Y403,,Uncharacterized protein,15.7183,15.1265,16.1068,15.4979,16.6222,15.8697,16.062,16.6413,1.28397,0.00967834,-0.686418,-2.41801,+
"CELE_F38A5,2",2.48991,5.84858,H2KZA2;Q95Q55,,Uncharacterized protein,17.4454,17.2661,17.5337,17.8268,14.8655,15.062,15.0289,15.156,5.84858,0,2.48991,18.9009,+
"CELE_R148,3",1.70428,4.18476,H2KZA5;Q8ITY8,,Uncharacterized protein,16.8367,16.8234,16.393,17.1164,15.0222,14.894,15.117,15.3192,4.18476,0,1.70428,9.79036,+
"CELE_R148,5",1.41689,3.73674,H2KZA6;Q8ITY9,,Uncharacterized protein,15.4456,15.698,15.3689,15.5233,14.3123,13.6245,14.2674,14.164,3.73674,0,1.41689,8.15133,+
"CELE_M01B12,4",1.46835,3.71044,H2KZB7;O61862,,Uncharacterized protein,16.1991,16.1704,16.2772,16.71,14.668,14.6617,14.9375,15.2162,3.71044,0,1.46835,8.06304,+
"CELE_ZK154,6",3.11939,4.74191,H2KZC4;Q94315,,Uncharacterized protein,14.1188,14.374,14.1847,14.9423,11.3869,11.2149,10.8557,11.6848,4.74191,0,3.11939,12.2387,+
"CELE_F58F9,3",2.89636,5.10055,H2KZC6;Q20990,,Uncharacterized protein,14.0279,14.1746,13.916,14.7617,11.3874,11.1249,11.2718,11.5106,5.10055,0,2.89636,14.1035,+
"CELE_F53C3,13",3.78055,4.19252,H2KZD2,,Uncharacterized protein,18.1478,18.4257,18.2015,19.2446,14.4578,15.0574,14.0504,15.3317,4.19252,0,3.78055,9.82117,+
csr-1,0.979055,3.976,H2KZD5;Q27GU1,,Chromosome-Segregation and RNAi deficient,16.1673,16.3572,16.5373,16.5589,15.4211,15.4307,15.2811,15.5716,3.976,0,0.979055,8.99378,+
"CELE_F48D6,4",-0.543341,0.733187,H2KZD9;H2KZE0;Q20560,,Uncharacterized protein,13.8692,13.9632,14.1568,14.7073,14.2953,15.2659,15.2332,14.0755,0.733187,0.0509867,-0.543341,-1.49775,
"C53B7,3",-1.09546,0.999947,H2KZE4,,Uncharacterized protein,14.3341,13.574,14.4919,14.5272,15.1336,15.9746,13.9479,16.2529,0.999947,0.0223387,-1.09546,-1.94309,+
pmt-1,2.02065,3.58067,H2KZF5;Q23552;Q86NB3,,Phosphoethanolamine MethylTransferase,17.1581,17.2297,16.9236,16.1254,14.9728,14.9414,14.8027,14.6373,3.58067,0,2.02065,7.63914,+
test-1,0.690719,1.32925,H2KZF8;O44466,,Vertebrate proteoglycan TESTican homolog,14.4712,14.3856,14.4744,14.9832,13.4479,14.5089,14.0221,13.5728,1.32925,0.00852257,0.690719,2.49483,+
"CELE_T23F2,2",0.450241,0.99917,H2KZG3;Q8MPV6,,Uncharacterized protein,14.1888,14.3756,14.4651,14.9824,14.056,13.7116,13.9713,14.4721,0.99917,0.0224162,0.450241,1.9418,+
acdh-1,-0.612586,0.281907,H2KZG6,,Acyl CoA DeHydrogenase,13.3688,14.2624,13.7264,14.2101,14.5778,12.0541,16.1376,15.2485,0.281907,0.247442,-0.612586,-0.678906,
"CELE_F09F7,5",0.611524,1.22583,H2KZJ1;Q19275,,Uncharacterized protein,14.3055,14.3836,14.4896,14.7937,13.4324,13.562,14.0459,14.486,1.22583,0.0118729,0.611524,2.31996,+
glrx-3,1.87766,7.88998,H2KZJ5,,GLutaRedoXin,17.7836,17.8238,17.8628,17.9557,16.0339,15.9188,15.9536,16.009,7.88998,0,1.87766,41.6124,+
praf-3,-1.26634,1.25069,H2KZJ7,,PRA1 family protein,12.5395,14.4515,14.4842,14.6513,15.5354,14.9829,14.9498,15.7238,1.25069,0.0108384,-1.26634,-2.36181,+
dpf-3,0.438727,0.466689,H2KZK7;Q965K3,,Dipeptidyl Peptidase Four (IV) family,16.3812,16.7242,15.8935,17.8515,16.2136,16.4047,16.0606,16.4166,0.466689,0.12277,0.438727,1.03299,
"CELE_Y54F10AL,1",2.15119,3.61383,H2KZK9;Q9BL66,,Uncharacterized protein,16.9166,16.8272,17.8259,16.8751,15.3795,14.8282,14.8701,14.7623,3.61383,0,2.15119,7.74561,+
"CELE_W04B5,3",-0.678098,1.28426,H2KZL1;Q9UA61,,Galectin,15.6838,14.8802,15.3931,16.132,16.216,16.3277,15.917,16.341,1.28426,0.00968369,-0.678098,-2.4185,+
yars-2,2.93504,4.22899,H2KZL6;Q8MPU1,,Tyrosine--tRNA ligase,14.3738,13.8815,14.2738,15.0479,11.8485,11.1032,11.2745,11.6106,4.22899,0,2.93504,9.96702,+
"CELE_ZK1055,6",1.26453,2.98093,H2KZL9;H2KZM0,,Uncharacterized protein,14.4726,14.251,14.321,14.6379,13.1271,12.9909,13.7081,12.7982,2.98093,0.000138528,1.26453,5.90903,+
"CELE_F08F1,4",-0.826015,1.14418,H2KZN5,,Uncharacterized protein,15.7113,16.193,14.6531,16.2491,16.4926,16.7485,16.5051,16.3644,1.14418,0.0147666,-0.826015,-2.18314,+
wrk-1,1.52178,3.81358,H2KZN9,,Wrapper/Rega-1/Klingon homolog,16.8272,16.9817,16.8178,17.4415,15.5107,15.7569,15.4756,15.2379,3.81358,0,1.52178,8.41409,+
"CELE_K06A9,1",1.93194,2.4517,H2KZP5;Q8IFX6,,Uncharacterized protein,17.4272,16.5217,16.9931,18.432,15.4522,15.1633,15.4701,15.5607,2.4517,0.000383539,1.93194,4.64167,+
"CELE_ZK470,2",3.12244,2.86652,H2KZP7,,Uncharacterized protein,15.976,16.8229,16.8855,16.9103,14.3228,14.0652,12.0571,13.6598,2.86652,0.000145455,3.12244,5.61672,+
ugt-39,1.44045,2.82737,H2KZP8,,UDP-GlucuronosylTransferase,14.3904,14.5272,13.9145,15.0361,13.1888,13.1857,12.6716,13.0604,2.82737,0.000159685,1.44045,5.51916,+
"CELE_F11D5,1",0.577389,0.387683,H2KZQ0;Q27GT9;Q95ZV5,,Uncharacterized protein,14.7287,14.3473,13.6526,16.3826,14.4215,13.9062,13.5568,14.917,0.387683,0.163339,0.577389,0.886322,
"CELE_F13B9,1",1.85437,2.63951,H2KZQ8;H2KZQ9;Q95ZV3,,Uncharacterized protein,15.3629,15.9625,16.1631,15.5345,14.8139,13.7799,13.3742,13.6376,2.63951,0.000286229,1.85437,5.06758,+
unc-96,2.7294,2.75402,H2KZR3;O76566,,Uncharacterized protein,18.4024,17.5224,16.9523,19.0288,15.3107,14.9982,14.8354,15.8439,2.75402,0.000198568,2.7294,5.33964,+
"CELE_T23E7,2",2.17727,5.39864,H2KZS2,,Uncharacterized protein,21.3686,21.3644,21.142,21.7217,19.1285,19.1283,19.2179,19.4129,5.39864,0,2.17727,15.8553,+
larp-5,-0.280614,0.253648,H2KZU0;O44760,,LARP (RNA binding La related protein) homolog,14.3589,14.1211,14.2969,14.806,15.5472,14.9717,14.673,13.5135,0.253648,0.278683,-0.280614,-0.620676,
svh-2,6.7842,6.36661,H2KZU7,,Tyrosine-protein kinase receptor svh-2,20.9332,20.9682,21.6273,21.227,14.6378,14.3585,13.7402,14.8823,6.36661,0,6.7842,23.1133,+
"CELE_F23H11,4",2.98205,5.93108,H2KZV4,,Uncharacterized protein,14.375,14.2587,13.9326,14.2434,10.9548,11.2041,11.1849,11.5377,5.93108,0,2.98205,19.5176,+
"CELE_T21H3,1",-1.19258,3.19074,H2KZV5,,Uncharacterized protein,19.1611,19.0979,18.3895,18.7486,20.0103,19.9355,20.0617,20.1599,3.19074,6.02E-05,-1.19258,-6.47463,+
mlp-1,1.10007,1.65253,H2KZV8,,MLP/CRP family (Muscle LIM Protein/Cysteine-rich Protein),17.6529,17.5344,17.424,18.8625,16.9799,16.5573,16.5243,17.012,1.65253,0.00298092,1.10007,3.05888,+
"CELE_Y38C1AA,1",1.4527,2.19783,H2KZW7,,Uncharacterized protein,14.4775,14.1422,14.2782,14.7591,13.08,12.6135,12.3254,13.8273,2.19783,0.000653731,1.4527,4.10227,+
flap-1,-0.688337,0.410583,H2KZX2,,FLi1-Associated Protein homolog,15.3794,14.5005,12.0746,14.7278,14.9425,15.2307,14.8033,14.4592,0.410583,0.149537,-0.688337,-0.929444,
"CELE_T13C2,6",3.09414,3.385,H2KZX4;Q7JP80,,Uncharacterized protein,17.687,17.6901,16.3963,18.149,14.2463,13.8136,14.6721,14.814,3.385,0,3.09414,7.03524,+
"CELE_F47B7,2",0.716969,1.73447,H2KZY5;Q20514;Q95QF9,,Sulfhydryl oxidase,13.8141,14.4141,14.4515,14.6242,13.4579,13.615,13.372,13.9913,1.73447,0.0024521,0.716969,3.20727,+
marg-1,-0.568562,1.01678,H2KZY6,,Pharyngeal MARGginal cell marker,14.3166,13.6512,14.1162,15.0215,14.8499,14.895,14.7144,14.9203,1.01678,0.0212374,-0.568562,-1.97105,+
hlh-30,1.7487,1.66107,H2KZZ1;H2KZZ2,,Helix Loop Helix,18.4164,16.8954,17.7789,19.5565,16.3009,16.5071,16.1976,16.6467,1.66107,0.00293827,1.7487,3.07423,+
lmd-3,1.59156,3.9035,H2L003;Q3Y409,,LysM Domain (Peptidoglycan binding) protein,16.7781,16.6866,16.4985,17.098,15.4106,14.8925,15.003,15.3887,3.9035,0,1.59156,8.73088,+
cas-1,-1.40275,3.27464,H2L023,,Adenylyl cyclase-associated protein,14.4001,14.2394,14.3944,14.7296,16.1304,15.76,15.3636,16.1205,3.27464,0,-1.40275,-6.7122,+
tag-153,-1.10977,2.05502,H2L031,,Uncharacterized protein,14.4869,14.0804,13.9837,14.3875,15.6484,15.1333,14.7062,15.8897,2.05502,0.000822745,-1.10977,-3.81518,+
pmp-5,2.39641,1.13493,H2L034,,Peroxisomal Membrane Protein related,15.2618,16.6429,15.5372,20.0672,14.6227,14.4454,14.3919,14.4635,1.13493,0.0152208,2.39641,2.1677,+
pqn-52,1.71252,4.53666,H2L044,,Prion-like-(Q/N-rich)-domain-bearing protein,18.2473,18.6645,18.6684,18.8992,16.885,16.9698,16.7287,17.0459,4.53666,0,1.71252,11.278,+
"CELE_F46H5,7",0.266563,0.399964,H2L048;Q8MQ42,,Uncharacterized protein,16.7515,16.9452,16.3767,17.7302,16.6864,16.564,16.616,16.8709,0.399964,0.155705,0.266563,0.909515,
mex-3,0.261869,0.326254,H2L067;Q95R07,,Muscle EXcess,14.2373,14.1565,14.1584,14.9379,14.355,14.2517,14.555,13.2808,0.326254,0.206783,0.261869,0.767699,
"CELE_H14E04,2",2.19158,4.11281,H2L0A4;H2L0A5;H2L0A6,,Uncharacterized protein,16.555,16.8658,16.7952,17.5077,14.7854,14.9669,14.7597,14.4453,4.11281,0,2.19158,9.50899,+
"CELE_H05C05,1",3.68142,1.82072,H2L0A8,,Uncharacterized protein,16.3117,17.5206,21.1495,18.0976,14.9039,13.8165,15.4624,14.171,1.82072,0.00198109,3.68142,3.36635,+
"CELE_R12C12,9",2.78354,3.05922,H2L0B6;Q21956,,Uncharacterized protein,15.7905,16.0505,15.6837,17.3597,13.882,13.3996,12.7844,13.6841,3.05922,5.61E-05,2.78354,6.11546,+
emc-1,1.5451,4.80117,H2L0C0,,EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog,16.0828,16.3968,16.37,16.5164,14.8621,14.672,14.6532,14.9983,4.80117,0,1.5451,12.5299,+
"CELE_T02B11,3",0.683161,0.948257,H2L0C8,,Uncharacterized protein,13.735,13.8267,13.9569,14.6015,13.4933,12.4363,13.6271,13.8308,0.948257,0.0258231,0.683161,1.85725,+
ugt-29,0.81248,2.18542,H2L0C9,,UDP-GlucuronosylTransferase,17.5874,17.1232,17.2465,17.4557,16.5596,16.2812,16.3073,17.0148,2.18542,0.000662951,0.81248,4.07687,+
"CELE_H28G03,2",3.11758,1.98282,H2L0D2;H2L0D3;Q8MXF4,,Uncharacterized protein,14.1846,14.0526,14.1344,15.0235,12.3417,12.2464,11.4915,8.84527,1.98282,0.00121112,3.11758,3.67408,+
lron-7,0.73582,0.410881,H2L0D5;Q21164,,ELRR (Extracellular Leucine-Rich Repeat) ONly,13.8721,16.1223,13.5285,16.6784,14.2912,14.3858,14.2655,14.3156,0.410881,0.149429,0.73582,0.930001,
"CELE_Y47G6A,19",0.665985,3.22104,H2L0D7;H2L0D8,,Uncharacterized protein,14.3197,14.3686,14.1779,14.5105,13.6434,13.7891,13.4808,13.7994,3.22104,0,0.665985,6.55965,+
"CELE_K04C2,3",-0.419542,1.05436,H2L0E2,,Uncharacterized protein,14.1839,13.957,14.1747,14.1132,15.1186,14.3543,14.2471,14.387,1.05436,0.0188588,-0.419542,-2.03351,+
mct-4,2.01022,3.8163,H2L0E5,,MonoCarboxylate Transporter family,16.7544,16.3371,16.3452,17.3136,14.534,14.8177,14.6206,14.7372,3.8163,0,2.01022,8.42353,+
gei-4,-1.01246,0.609656,H2L0F6;H2L0F7;Q8ITW3,,GEX Interacting protein,14.4707,14.1863,12.0727,15.1555,15.6794,13.7618,15.3285,15.1653,0.609656,0.0756096,-1.01246,-1.28653,
"CELE_M01H9,3",1.45775,3.56935,H2L0G8,,Uncharacterized protein,16.9396,16.7763,16.3993,17.3068,15.4191,15.3061,15.3846,15.4812,3.56935,0,1.45775,7.60305,+
chat-1,2.26358,3.13149,H2L0H3,,CDC50 family protein chat-1,16.3101,15.8784,15.5806,16.4554,13.7002,13.3009,13.5182,14.6508,3.13149,5.82E-05,2.26358,6.31086,+
wapl-1,2.54414,2.3205,H2L0H5;H2L0H6;Q21843;U4PC40,,Wings apart-like protein homolog 1;WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor),17.4789,16.8578,16.5169,18.7309,14.9213,13.9701,15.0076,15.5089,2.3205,0.000454932,2.54414,4.35801,+
lfi-1,-2.1712,3.4594,H2L0I2,,Lin-5 (Five) Interacting protein,13.916,14.3781,14.3424,14.4935,16.6011,16.864,15.6571,16.6927,3.4594,0,-2.1712,-7.26004,+
lfi-1,1.68628,3.41087,H2L0I3,,Lin-5 (Five) Interacting protein,20.1293,20.236,20.3312,21.0878,18.7033,18.6091,18.6936,19.0332,3.41087,0,1.68628,7.11273,+
hum-8,0.829799,0.971699,H2L0I7;U4PBY2,,"Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin",13.9472,13.4695,13.5587,15.0392,13.9151,12.9437,12.9745,12.8622,0.971699,0.0242214,0.829799,1.89618,+
"CELE_T06F4,1",3.28584,6.25287,H2L0J0;Q95ZP6,,Uncharacterized protein,14.5091,14.2215,14.4161,14.8351,11.3587,11.0099,11.1872,11.2826,6.25287,0,3.28584,22.1163,+
"CELE_Y45G5AL,1",2.32926,2.92346,H2L0K4;Q8WTM0,,Uncharacterized protein,17.7406,17.0286,16.9699,18.5128,15.2968,14.8636,15.0689,15.7056,2.92346,0.000133542,2.32926,5.76084,+
seu-1,-1.03401,1.44764,H2L0L8;H2L0L9;Q8IU02,,Suppressor of Ectopic Unc-5,14.2875,13.4578,13.6396,15.0061,15.1093,14.7403,15.1924,15.485,1.44764,0.00579601,-1.03401,-2.69792,+
"CELE_Y37E3,17",1.36895,6.09046,H2L0N9,,Uncharacterized protein,18.8404,18.7721,18.5978,18.6828,17.3452,17.4685,17.3059,17.2976,6.09046,0,1.36895,20.7651,+
"CELE_ZK6,11",1.04574,1.34082,H2L0Q1;Q6EZG8,,Uncharacterized protein,17.5259,17.9607,17.8559,19.3304,17.2928,16.866,16.9742,17.3569,1.34082,0.00820703,1.04574,2.51453,+
ral-1,1.57524,1.25614,H2L0Q6;Q9N3F8,,RAL (Ras-related GTPase) homolog,17.3814,15.9893,17.3612,19.0736,15.8866,15.8627,15.3707,16.3845,1.25614,0.0107032,1.57524,2.37101,+
"CELE_Y71H2AM,20",2.81034,3.62957,H2L0S3,,Serine/threonine-protein phosphatase 2A activator,14.2384,13.3099,14.1546,14.9898,11.4858,11.1803,11.178,11.6072,3.62957,0,2.81034,7.79661,+
"CELE_Y71H2AM,15",-1.52543,5.0306,H2L0S5,,Uncharacterized protein,15.3712,15.1815,15.3673,14.9225,16.8145,16.6736,16.7727,16.6833,5.0306,0,-1.52543,-13.72,+
"CELE_Y119D3B,12",2.42033,2.15393,H2L0S8,,Uncharacterized protein,16.4401,16.0255,16.2886,18.4216,14.4838,14.3198,13.7419,14.949,2.15393,0.000667397,2.42033,4.01284,+
cyld-1,2.80708,3.59446,H2L265;H2L266;Q7JMS4,,CYLinDromatosis (Human disease gene) homolog,13.8513,14.3341,13.4883,15.0536,11.3343,11.0614,11.37,11.7333,3.59446,0,2.80708,7.68327,+
"CELE_F40F8,11",2.19016,2.33139,H2L297;Q0G828,,Uncharacterized protein,17.0568,15.8815,16.1181,17.9601,14.4726,14.217,14.607,14.9594,2.33139,0.000457054,2.19016,4.38114,+
"CELE_F40F8,5",3.50403,2.89092,H2L2A0;H2L2A1;H2L2A2;H2L2A3;H2L2A4;H2L2A5;H2L2A6,,Uncharacterized protein,20.1352,19.8229,20.3715,22.4242,17.1475,17.0207,16.8647,17.7048,2.89092,0.000130746,3.50403,5.67815,+
"CELE_F19B6,1",3.09302,4.17099,H2L2A8;Q19583;Q9U3I7,,Uridine kinase,16.8365,16.7006,17.0434,18.0933,14.1638,14.0295,14.0642,14.0442,4.17099,0,3.09302,9.73594,+
atn-1,2.96177,5.64203,H2L2C8,,AcTiniN,14.1747,14.0916,14.4666,14.5096,11.4569,11.0672,11.2014,11.6698,5.64203,0,2.96177,17.4385,+
tba-1,0.96847,2.97756,H2L2E8;O18688,,Tubulin alpha chain,21.2096,21.2197,21.25,21.7401,20.4382,20.6087,20.3812,20.1174,2.97756,0.000138304,0.96847,5.90026,+
hmp-2,2.08681,3.84503,H2L2I2;O44326,,HuMPback (Dorsal lumps);Beta-catenin-like protein hmp-2,14.289,14.3641,14.0861,14.9688,12.5076,12.0398,12.1244,12.689,3.84503,0,2.08681,8.52376,+
"CELE_R05A10,1",0.574872,0.848222,H2L2I9;H2L2J0,,Uncharacterized protein,14.265,14.2804,13.5766,14.5609,13.7179,13.2749,13.0939,14.2967,0.848222,0.0355839,0.574872,1.69078,+
sms-1,3.09077,5.4559,H2L2K5;Q9U3D4,,SphingoMyelin Synthase;Phosphatidylcholine:ceramide cholinephosphotransferase 1,14.4747,14.3408,14.0661,14.7189,11.3974,11.1229,11.0702,11.647,5.4559,0,3.09077,16.2148,+
"CELE_Y11D7A,10",-1.06897,0.933064,H8ESE9;H8ESF0;Q9U2R7,,Uncharacterized protein,13.9766,14.1271,14.4676,15.0959,16.3609,16.3668,14.9682,14.2472,0.933064,0.0271016,-1.06897,-1.832,+
"CELE_Y59A8B,19",3.05254,4.52764,H8ESH3;H8ESH4,,Uncharacterized protein,14.1955,14.0105,14.0632,14.9735,11.2836,10.9409,11.1418,11.6663,4.52764,0,3.05254,11.2374,+
"frm-5,1;frm-5,1;frm-5,2",3.74384,3.96526,H8W3Y2;Q33BL4;Q9N531,,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",15.6341,17.0964,17.079,15.872,12.5402,12.5405,12.4858,13.1397,3.96526,0,3.74384,8.95442,+
"CELE_F08B12,4",-1.24843,2.18382,H9G2R5,,Uncharacterized protein,13.8845,14.4201,13.9091,15.0832,15.6606,15.4461,15.3165,15.8674,2.18382,0.000662458,-1.24843,-4.07361,+
idh-1,-0.227838,0.218201,H9G2T4;Q21032,,Isocitrate dehydrogenase [NADP],19.0382,17.939,19.659,19.0641,19.0505,19.3342,19.6152,18.6118,0.218201,0.325983,-0.227838,-0.54553,
dur-1,3.00302,5.63367,H9G2T6,,Dauer Up-Regulated,14.1741,14.3589,14.2277,14.7556,11.4449,11.1504,11.2505,11.6583,5.63367,0,3.00302,17.3817,+
kin-20,0.799628,1.3886,H9G2V4;Q20471,,Protein KINase;Casein kinase I isoform delta,14.3785,13.8515,14.0717,13.5509,13.0656,12.7385,12.9535,13.8965,1.3886,0.00707902,0.799628,2.5962,+
mdt-28,0.379132,0.222807,H9G301;O18692,,MeDiaTor,13.8356,13.166,14.2842,15.1614,14.328,12.7509,12.9022,14.9496,0.222807,0.319368,0.379132,0.555439,
"CELE_R13H4,2",2.87257,2.27938,H9G321,,Uncharacterized protein,20.5309,17.9824,19.8899,21.035,16.8848,16.8271,17.1066,17.1295,2.27938,0.000537405,2.87257,4.27129,+
mpst-3,2.06673,3.28292,H9G340;H9G341;Q9XTW9,,MercaptoPyruvate SulfurTransferase homolog;MercaptoPyruvate SulfurTransferase homolog;Sulfurtransferase,18.4523,17.5961,18.0636,18.0803,16.3471,15.2426,16.0916,16.244,3.28292,0,2.06673,6.73601,+
"CELE_F54B8,4",1.53263,2.84962,H9G342;O45562,,Uncharacterized protein,18.5204,19.4075,19.5437,19.1391,17.3575,17.9738,17.361,17.7878,2.84962,0.000161757,1.53263,5.57445,+
acl-2,2.38554,2.08813,I2HA82;Q22267,,ACyLtransferase-like;Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-2,18.3162,19.8218,18.9156,20.3979,18.0785,16.7447,16.1475,16.9387,2.08813,0.000766229,2.38554,3.88076,+
"CELE_F28C6,8",0.8755,1.07944,I2HA91,,Uncharacterized protein,16.6823,15.6261,15.0978,15.8015,15.5535,15.1564,14.5994,14.3963,1.07944,0.0176953,0.8755,2.07522,+
col-184,-1.23788,1.59244,I2HA94;Q19470,,COLlagen,13.8928,14.4161,13.9519,14.9705,16.0449,15.0665,14.8717,16.1998,1.59244,0.00356174,-1.23788,-2.9516,+
pah-1,0.966615,3.40011,I2HA98;P90925,,PhenylAlanine Hydroxylase;Probable phenylalanine-4-hydroxylase 1,17.3161,17.3063,17.2649,17.7751,16.2787,16.5646,16.4214,16.5312,3.40011,0,0.966615,7.08043,+
"CELE_F01G4,4",3.6222,1.69036,I2HAE5;Q19104,,Uncharacterized protein,15.5887,15.561,15.97,17.6552,10.651,11.4519,12.7527,15.4305,1.69036,0.0027178,3.6222,3.12707,+
brp-1,2.46225,4.20264,I2HAF6;Q9U1S2,,Bypass of Response to Pheromone in yeast,18.4358,18.5737,18.9347,19.4152,16.2877,16.0846,16.6271,16.511,4.20264,0,2.46225,9.86143,+
lec-3,2.15564,3.9251,I2HAG1;Q09581,,Galectin;32 kDa beta-galactoside-binding lectin lec-3,19.428,19.4962,19.4287,20.3768,17.4163,17.7257,17.3903,17.5747,3.9251,0,2.15564,8.8085,+
"C23H5,15",3.19257,1.52597,I2HAH4,,Uncharacterized protein,14.0943,14.2099,14.4928,15.036,9.69621,10.1843,10.6482,14.534,1.52597,0.00459316,3.19257,2.83434,+
"CELE_K07F5,15",-0.750533,0.938695,I7J4C6,,Uncharacterized protein,14.2615,13.5993,13.4153,14.8445,14.9036,14.1464,15.3237,14.7491,0.938695,0.0267487,-0.750533,-1.84136,+
"CELE_F54D11,4",2.55612,4.43717,J3K004,,Uncharacterized protein,17.923,18.5249,17.7396,18.0023,15.0207,15.7638,15.5135,15.6674,4.43717,0,2.55612,10.8378,+
his-57;his-57;his-3;his-35,-0.85132,0.205642,J7S164;J7SA65;P09588;Q27485,,Histone H2A,19.2897,14.5187,16.8379,22.0652,19.0393,18.9209,18.4347,19.7218,0.205642,0.345035,-0.85132,-0.518279,
let-526,2.9339,4.06226,J7SA49,,Uncharacterized protein,14.0129,14.0148,14.2154,14.907,11.9705,11.4573,11.0129,10.9739,4.06226,0,2.9339,9.31567,+
"CELE_Y9C9A,16",2.84073,2.77892,J7SF87;Q9N2S1,,Uncharacterized protein,14.0792,14.3558,14.3988,14.942,12.7519,11.5802,10.3417,11.739,2.77892,0.000200675,2.84073,5.40012,+
his-40,3.40101,3.79215,K7ZUH9,,Histone H3,14.5065,14.403,13.8836,14.4992,11.3597,9.98743,10.6496,11.6915,3.79215,0,3.40101,8.34012,+
