geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 ,,
"C32F10,8",-0.206585,0.558411,O01685,Uncharacterized protein,17.0001,16.9949,17.2669,17.6818,17.2745,17.4901,17.5583,17.4472,0.558411,0.192013,-0.206585,-1.19705,,,
obr-4,2.14926,2.2825,O01686,Oxysterol-binding protein,15.1431,14.3834,14.6003,14.8717,13.5553,11.7607,13.2773,11.8081,2.2825,0.0050431,2.14926,4.27785,+,,
rps-17,-0.820185,3.31826,O01692,40S ribosomal protein S17,18.2951,18.0404,18.0861,18.4577,19.0997,18.9805,18.8769,19.2029,3.31826,0.000989547,-0.820185,-6.83843,+,,
ddo-3,0.298177,1.02062,O01739,D-aspartate oxidase 3,17.1179,17.3269,17.4001,17.4691,17.0874,16.6515,17.141,17.2414,1.02062,0.0613801,0.298177,1.97743,,,
apm-1,0.80482,0.922405,O01755,"AdaPtin, Mu/medium chain (Clathrin associated complex)",14.8401,14.5677,14.6067,16.4193,14.3074,14.3623,14.169,14.376,0.922405,0.0773267,0.80482,1.81429,,,
"CELE_F55A12,5",0.107855,0.117335,O01756,Uncharacterized protein,15.1306,14.152,14.4661,13.8299,14.4668,13.7598,14.226,14.6945,0.117335,0.682379,0.107855,0.315253,,,
nath-10,1.20677,1.9203,O01757,RNA cytidine acetyltransferase,15.3583,15.121,15.2684,16.2651,14.4268,14.0344,13.869,14.8556,1.9203,0.00861661,1.20677,3.55396,+,,
dhs-2,-1.0814,1.51843,O01758;Q86NJ7,"DeHydrogenases, Short chain;DeHydrogenases, Short chain",12.4441,12.0404,12.1616,12.12,13.5039,12.8617,12.517,14.2093,1.51843,0.0209105,-1.0814,-2.82114,+,,
ppk-1,0.496195,0.850053,O01759,PIP Kinase,14.6622,13.8507,15.0133,14.4894,14.162,13.8288,13.6579,14.3822,0.850053,0.092114,0.496195,1.69383,,,
unc-89,0.18259,0.558434,O01761,Muscle M-line assembly protein unc-89,16.3251,16.2838,16.4858,16.8131,16.3272,16.2659,16.0643,16.5201,0.558434,0.192034,0.18259,1.19709,,,
ncbp-1,1.42813,4.00637,O01763,Nuclear cap-binding protein subunit 1,15.8811,15.5936,15.6432,16.0731,14.2167,14.1563,14.4791,14.6264,4.00637,0.000342466,1.42813,9.10597,+,,
ule-1,3.0413,5.36113,O01780,Uterine Lumin Expressed/locailized,20.1345,19.4675,19.4132,19.6354,16.8724,16.5521,16.3776,16.6834,5.36113,0,3.0413,15.6239,+,,
him-1,0.562847,1.20987,O01789,Structural maintenance of chromosomes protein 1,15.2195,14.6549,14.9387,15.5457,14.0744,14.6279,14.6335,14.7717,1.20987,0.0397057,0.562847,2.29314,+,,
rpl-7,0.249258,1.10356,O01802,60S ribosomal protein L7,18.9296,19.066,18.7964,18.9736,18.633,18.982,18.6626,18.491,1.10356,0.0504899,0.249258,2.11538,,,
"rab-11,1",-0.15169,0.388716,O01803,"Ras-related protein rab-11,1",18.7353,18.2118,18.6721,19.0031,18.8028,18.9373,18.7652,18.7239,0.388716,0.301724,-0.15169,-0.888279,,,
"got-2,1",-0.129163,0.353815,O01804,Aspartate aminotransferase,15.8007,15.6715,16.0786,16.0644,16.0611,16.2266,15.6846,16.1597,0.353815,0.333322,-0.129163,-0.821491,,,
acbp-1,-2.42183,5.5376,O01805,Acyl-CoA-binding protein homolog 1,18.2485,18.2396,17.9156,18.0464,20.7894,20.6453,20.2309,20.472,5.5376,0,-2.42183,-16.7414,+,,
"C44E4,4",0.130665,0.50766,O01806,Uncharacterized protein,19.5206,19.4021,19.4281,19.6688,19.4167,19.6437,19.2013,19.2352,0.50766,0.219688,0.130665,1.10698,,,
lbp-6,-2.16895,5.34513,O01812,Fatty acid-binding protein homolog 6,17.8995,18.1361,18.2291,17.693,20.0458,20.3423,20.1943,20.0511,5.34513,0,-2.16895,-15.5262,+,,
"ant-1,2",0.155792,0.208437,O01813,Adenine Nucleotide Translocator,22.1566,23.2355,23.2818,22.9841,22.5926,23.0802,22.9037,22.4585,0.208437,0.512013,0.155792,0.524373,,,
lbp-5,-0.801593,1.39393,O01814,Fatty acid-binding protein homolog 5,16.4277,16.1334,15.4095,16.8504,16.953,17.0406,17.1345,16.8994,1.39393,0.0268032,-0.801593,-2.60535,+,,
dhod-1,0.27823,0.559587,O01815,"Dihydroorotate dehydrogenase (quinone), mitochondrial",14.3325,14.6933,15.1428,14.4023,14.4594,14.701,14.0392,14.2583,0.559587,0.191303,0.27823,1.19912,,,
"cytb-5,2",0.0341024,0.052162,O01816,YTochrome B,16.146,16.5085,16.3556,17.0075,16.2054,16.5588,16.819,16.2979,0.052162,0.842808,0.0341024,0.148484,,,
htp-3,-0.437866,1.3314,O01820,Him-Three Paralog,12.5726,12.0937,12.0738,12.5418,12.8358,12.5675,12.5972,13.0329,1.3314,0.0305597,-0.437866,-2.49849,+,,
"C53H9,2",1.04429,2.69664,O01826,Uncharacterized protein,16.287,15.8814,15.9786,16.3847,15.4297,14.6885,14.9933,15.2431,2.69664,0.0024881,1.04429,5.20208,+,,
hil-5,0.648505,0.926019,O01833,"Histone H1,5",15.7606,14.6003,14.7133,14.2937,14.0299,14.5144,13.8306,14.399,0.926019,0.076662,0.648505,1.8203,,,
"CELE_T05E7,1",1.11644,3.24937,O01862,Uncharacterized protein,12.5328,12.058,12.2838,12.6429,11.0841,11.1695,11.2315,11.5666,3.24937,0.000943522,1.11644,6.63993,+,,
nrd-1,2.99639,2.97956,O01864,NRD (Yeast Nuclear pre-mRNA Down-regulation) homolog,21.0909,21.7492,20.6668,21.5406,18.957,18.8386,17.0068,18.2597,2.97956,0.00167624,2.99639,5.90546,+,,
"rpl-24,1",-0.820108,1.11234,O01868,60S ribosomal protein L24,16.6491,17.8181,17.0586,18.0309,17.9303,18.7812,18.2609,17.8649,1.11234,0.0492687,-0.820108,-2.13001,+,,
rps-10,-0.0599327,0.144812,O01869,"Ribosomal Protein, Small subunit",20.4699,19.9568,20.3875,20.6584,20.5084,20.4953,20.2795,20.4292,0.144812,0.624621,-0.0599327,-0.380823,,,
"CELE_D1007,5",0.961536,2.32737,O01870,Uncharacterized protein,11.9934,11.9072,12.3251,12.6891,11.1647,11.227,11.0402,11.6368,2.32737,0.00465928,0.961536,4.37259,+,,
pqn-24,0.57083,1.0186,O01876,Prion-like-(Q/N-rich)-domain-bearing protein,18.0466,16.8284,17.0909,17.6577,16.9287,16.6641,17.0409,16.7066,1.0186,0.0617573,0.57083,1.97407,,,
acl-14,0.809137,1.60473,O01882,ACyLtransferase-like,15.6707,15.2378,15.482,16.3282,14.4852,14.8555,15.1189,15.0227,1.60473,0.0174184,0.809137,2.97343,+,,
coq-6,0.149642,0.204245,O01884,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",14.0467,13.6738,14.291,13.5267,13.8592,13.3142,13.4293,14.3369,0.204245,0.517118,0.149642,0.515227,,,
"CELE_R08F11,4",0.999218,2.98574,O01889,Uncharacterized protein,12.2755,12.0877,12.2608,12.6516,11.3331,11.144,11.1477,11.6539,2.98574,0.00168725,0.999218,5.92156,+,,
"CELE_R08F11,1",1.1551,2.53438,O01893,Non-lysosomal glucosylceramidase,15.3538,14.659,14.5402,15.3605,14.0963,13.8005,13.7038,13.6925,2.53438,0.00317027,1.1551,4.82618,+,,
bra-2,1.18171,3.00216,O01918,BMP Receptor Associated protein family,12.5808,12.1901,12.1895,12.795,11.4659,11.0366,11.0309,11.4951,3.00216,0.00164486,1.18171,5.96447,+,,
mboa-6,1.17802,2.84433,O01925,Lysophospholipid acyltransferase 5,17.1468,16.6852,16.6222,17.3464,15.6393,15.7449,15.5934,16.1109,2.84433,0.00213393,1.17802,5.56127,+,,
tag-96,0.74543,1.11253,O01969;X5LVA8,Uncharacterized protein,12.4731,11.8551,11.9599,12.7231,11.3114,12.1432,10.8312,11.7436,1.11253,0.0492921,0.74543,2.13034,+,,
emr-1,0.70822,2.10652,O01971,Emerin homolog 1,16.9792,16.5232,16.6422,17.2754,16.3134,16.0736,16.0403,16.1598,2.10652,0.00637245,0.70822,3.91744,+,,
"eif-3,H",0.298192,1.46686,O01974,Eukaryotic translation initiation factor 3 subunit H,17.2092,17.1255,17.3144,17.3325,16.8715,16.8817,16.7999,17.2358,1.46686,0.0232303,0.298192,2.73122,+,,
"CELE_T23C6,4",-0.676694,0.81694,O02040,Uncharacterized protein,12.5592,12.1706,12.2572,12.6999,13.527,12.8966,12.0878,13.8823,0.81694,0.099205,-0.676694,-1.63852,,,
san-1,-0.22969,0.215449,O02053,Uncharacterized protein,14.1222,14.1646,14.4889,14.0685,15.6746,14.0049,14.1757,13.9077,0.215449,0.501123,-0.22969,-0.539589,,,
rpl-4,0.670515,1.31842,O02056,60S ribosomal protein L4,18.7599,19.118,18.8151,18.5244,17.7559,18.209,17.7819,18.7885,1.31842,0.0314955,0.670515,2.47642,+,,
ptps-1,0.160172,0.105821,O02058,Putative 6-pyruvoyl tetrahydrobiopterin synthase,14.639,14.2472,13.2155,15.148,14.8736,13.9019,13.1988,14.6347,0.105821,0.706363,0.160172,0.287018,,,
smz-2,-0.0650206,0.115492,O02063,Sperm Meiosis PDZ domain containing proteins,15.725,16.1754,15.6412,15.7908,16.0191,15.7698,16.3059,15.4976,0.115492,0.686329,-0.0650206,-0.310764,,,
"CELE_F19B10,10",-0.104072,0.0298647,O02075,Uncharacterized protein,12.4563,7.69537,12.2282,12.6603,11.2771,11.2359,11.2364,11.707,0.0298647,0.908448,-0.104072,-0.086944,,,
"C48E7,1",1.00873,2.98371,O02082,Uncharacterized protein,18.6115,18.2028,18.382,18.5924,17.7529,17.492,17.071,17.438,2.98371,0.00168063,1.00873,5.91625,+,,
haf-2,1.56397,2.2672,O02086,HAlF transporter (PGP related),15.1295,14.5432,14.506,14.133,12.8667,12.3082,13.0968,13.784,2.2672,0.00513598,1.56397,4.2458,+,,
msra-1,-0.0346651,0.0351829,O02089,Methionine Sulfoxide Reductase A,14.9092,13.8573,14.4976,15.1526,15.0257,14.7741,14.1304,14.6253,0.0351829,0.892777,-0.0346651,-0.101865,,,
rpb-4,0.165728,0.146218,O02092,RNA Polymerase II (B) subunit,16.0758,15.7965,16.0101,16.0691,16.7314,15.3927,14.8556,16.3089,0.146218,0.622111,0.165728,0.384115,,,
"C18E3,5",-0.45805,0.620579,O02097,Uncharacterized protein,12.4833,12.1089,11.8862,12.6137,12.8616,12.3614,12.1584,13.5428,0.620579,0.162828,-0.45805,-1.30544,,,
"swsn-2,2",0.242835,0.284156,O02101,SWI/SNF nucleosome remodeling complex component,15.1279,14.3839,14.4357,13.7876,14.7028,13.899,13.7335,14.4284,0.284156,0.408286,0.242835,0.683483,,,
mlt-8,-0.858624,1.21109,O02106,Uncharacterized protein,12.376,12.1545,11.394,12.7806,12.7571,13.2546,13.581,12.5469,1.21109,0.0397317,-0.858624,-2.29518,+,,
cdc-37,0.0905576,0.244686,O02108;Q336L8,Probable Hsp90 co-chaperone cdc37;Cell Division Cycle related,17.3575,17.7673,17.9939,17.5979,17.6279,17.5833,17.7338,17.4095,0.244686,0.460239,0.0905576,0.601911,,,
"CELE_W08F4,3",1.45153,3.5469,O02109,Uncharacterized protein,16.2107,16.8937,16.7414,16.9767,15.2292,15.3007,15.034,15.4524,3.5469,0.000723312,1.45153,7.53196,+,,
pcn-1,-0.359083,0.906432,O02115,Proliferating cell nuclear antigen,17.8776,18.4873,18.7006,18.3255,18.452,18.6488,18.8897,18.8368,0.906432,0.0801538,-0.359083,-1.78773,,,
"CELE_E03H12,7",1.83738,2.46106,O02129,Uncharacterized protein,14.3251,12.7005,12.765,13.1148,11.3624,11.2335,11.2421,11.718,2.46106,0.00355885,1.83738,4.66234,+,,
"C46G7,2",0.0132778,0.0144077,O02141,Uncharacterized protein,15.0231,14.9813,14.3163,14.9885,14.2125,15.1988,15.2972,14.5477,0.0144077,0.955304,0.0132778,0.0426437,,,
grd-14,-1.79458,2.32841,O02153,GRounDhog (Hedgehog-like family),11.4132,12.6407,12.2343,12.5163,14.0403,13.5534,13.5513,14.838,2.32841,0.00466272,-1.79458,-4.37482,+,,
grd-4,1.04539,3.33745,O02154,GRounDhog (Hedgehog-like family),12.2841,12.1891,12.2733,12.4671,11.2183,11.1506,11.0069,11.6562,3.33745,0.00101068,1.04539,6.89456,+,,
"CELE_T09B4,5",0.998883,2.90704,O02155,Uncharacterized protein,17.6663,17.5901,17.6207,17.9618,16.3915,16.5093,16.9784,16.9642,2.90704,0.00194326,0.998883,5.71898,+,,
"CELE_T09B4,8",-0.956954,4.62145,O02158,Uncharacterized protein,17.2814,16.9905,17.0871,17.2493,18.199,18.107,17.9867,18.1434,4.62145,0.000198758,-0.956954,-11.666,+,,
tin-44,-0.43595,1.49203,O02161,Probable mitochondrial import inner membrane translocase subunit tin-44,14.3084,14.6372,14.5291,14.9898,15.0635,15.2203,15.0302,14.8942,1.49203,0.0221427,-0.43595,-2.77501,+,,
pigv-1,1.98984,2.93532,O02164,GPI mannosyltransferase pigv-1,15.369,14.1687,14.5063,15.2871,12.5282,12.5624,13.0401,13.2411,2.93532,0.00185557,1.98984,5.79118,+,,
aakg-2,0.98669,0.902517,O02168,AMP-Activated protein Kinase Gamma subunit,15.0652,14.6591,14.4903,15.0875,14.49,14.2607,12.2444,14.3602,0.902517,0.080566,0.98669,1.78122,,,
oxa-1,-1.533,2.88109,O02207,OXA mitochondrial inner membrane insertase homolog,12.5381,11.7839,11.971,12.6525,13.5844,14.2598,13.7207,13.5125,2.88109,0.00205104,-1.533,-5.65333,+,,
"C01A2,4",0.119805,0.337111,O02208,Uncharacterized protein,15.7921,15.3877,15.4757,15.7063,15.4635,15.8034,15.26,15.3558,0.337111,0.350708,0.119805,0.789008,,,
tads-1,2.33281,2.58005,O02209,Temporal Asymmetry between Division of Sister cells,15.6503,14.4726,16.1973,15.2826,13.4024,12.8071,12.3484,13.7137,2.58005,0.00295357,2.33281,4.9301,+,,
cbl-1,-0.610395,0.654823,O02215,Cystathionine Beta Lyase,15.809,14.1908,14.7065,15.8312,15.9491,15.5006,15.3869,16.1424,0.654823,0.148584,-0.610395,-1.3644,,,
mrpl-34,0.308988,0.250932,O02220,"Mitochondrial Ribosomal Protein, Large",15.6311,14.1372,13.863,15.4335,15.1327,14.332,14.2054,14.1589,0.250932,0.452747,0.308988,0.615005,,,
gln-6,0.322642,0.675017,O02225,GLutamiNe synthetase (Glutamate-ammonia ligase),16.5269,16.6977,17.036,15.9706,16.1506,16.3556,16.3219,16.1125,0.675017,0.140992,0.322642,1.39895,,,
"C54C8,3;CELE_E03H4,11",1.00408,2.55551,O02231;O17750,Hexosyltransferase,12.5501,12.1584,12.1985,12.8039,11.6975,11.1409,11.2373,11.6188,2.55551,0.00308501,1.00408,4.87407,+,,
pqn-27,0.574785,2.02022,O02238,Prion-like-(Q/N-rich)-domain-bearing protein,16.5848,16.3005,16.0912,16.5636,16.0656,15.6707,15.6388,15.8659,2.02022,0.00714734,0.574785,3.74684,+,,
pcp-3,0.27423,0.638739,O02252,Prolyl Carboxy Peptidase like,16.1672,16.0737,15.6814,16.4436,15.8107,15.6647,15.6044,16.1891,0.638739,0.15504,0.27423,1.33676,,,
alh-7,0.566495,2.34612,O02266,ALdehyde deHydrogenase,16.0736,16.0109,16.5153,16.3064,15.6521,15.5258,15.6607,15.8016,2.34612,0.00451729,0.566495,4.41255,+,,
"CELE_F45H10,3",-1.32443,2.12826,O02267,Uncharacterized protein,17.7941,17.3605,17.3143,18.2702,19.3888,18.657,18.5077,19.4834,2.12826,0.00614748,-1.32443,-3.96105,+,,
drr-1,1.22031,1.18572,O02268,Dietary Restriction Response (WT but not eat-2 lifespan increased),16.0122,17.0463,16.4584,16.5204,14.282,15.5175,16.5766,14.7799,1.18572,0.0420712,1.22031,2.25263,+,,
pck-2,-0.1194,0.199806,O02286,Phosphoenolypyruvate CarboxyKinase,18.9613,18.8783,18.9932,19.8388,19.2605,19.4895,19.1477,19.2514,0.199806,0.52481,-0.1194,-0.505496,,,
lbp-7,-1.32431,2.35758,O02323,Fatty acid-binding protein homolog 7,14.8806,14.361,14.9756,15.7657,16.1343,16.3719,16.4692,16.3047,2.35758,0.00434146,-1.32431,-4.43709,+,,
prmt-9,1.5397,2.14851,O02325,PRotein arginine MethylTransferase,14.6091,14.4192,14.6528,15.0637,12.4281,13.471,12.6891,13.9979,2.14851,0.00604334,1.5397,4.00187,+,,
"T23D8,3",-0.333375,1.13432,O02327,Protein LTV1 homolog,14.9834,14.6,14.9993,14.7538,15.4796,15.2336,14.976,14.9809,1.13432,0.0470186,-0.333375,-2.16667,+,,
"eif-3,C",0.590272,2.8289,O02328,Eukaryotic translation initiation factor 3 subunit C,16.6308,16.6211,16.9024,16.9384,16.0421,16.345,16.2132,16.1314,2.8289,0.00217822,0.590272,5.52295,+,,
lron-9,-0.617437,0.28938,O02329;Q58A95,ELRR (Extracellular Leucine-Rich Repeat) ONly,13.5374,14.0505,11.3582,15.6459,14.3178,14.2452,14.045,14.4537,0.28938,0.401965,-0.617437,-0.69408,,,
pri-2,0.567722,0.759157,O02334,DNA primase large subunit,13.243,13.0531,13.1455,12.5773,12.5835,12.3322,13.2325,11.5999,0.759157,0.114644,0.567722,1.54156,,,
clec-186,-1.79903,2.3533,O02343,C-type LECtin,12.2697,11.9718,12.3147,12.597,13.4699,13.8206,13.8434,15.2154,2.3533,0.00438543,-1.79903,-4.42791,+,,
nstp-5,0.383878,0.300381,O02345,Nucleotide Sugar TransPorter family,15.4586,14.9379,15.5802,16.9025,15.5262,14.8277,14.7865,16.2034,0.300381,0.389663,0.383878,0.716256,,,
irg-5,0.733567,1.72097,O02357,Infection Response protein,16.0088,15.3402,15.6113,15.742,15.3435,15.1645,14.6246,14.6354,1.72097,0.0137288,0.733567,3.18265,+,,
"CELE_F35E12,6",0.706212,1.98673,O02358,Uncharacterized protein,17.1335,16.5763,16.4792,17.0813,15.9103,16.0824,16.1005,16.3523,1.98673,0.00764324,0.706212,3.68167,+,,
dct-17,0.687235,2.16742,O02360;Q52GX8;Q52GY0;Q52GY1,"DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting",16.6005,15.9019,15.9795,16.313,15.4104,15.5571,15.4325,15.6459,2.16742,0.00593241,0.687235,4.04021,+,,
"CELE_F35E12,10",0.322497,0.796742,O02362,Uncharacterized protein,16.5162,15.9319,15.902,16.5838,15.9484,15.9402,15.6818,16.0734,0.796742,0.104353,0.322497,1.6047,,,
ifa-2,0.0522304,0.105463,O02365,Intermediate filament protein ifa-2,18.9069,18.938,18.9205,19.6066,19.0255,19.2143,18.913,19.0102,0.105463,0.707031,0.0522304,0.286133,,,
unc-37,0.165222,0.089675,O02482,Transcription factor unc-37,13.1263,15.2824,14.5982,16.3173,14.747,14.6954,14.5955,14.6254,0.089675,0.744639,0.165222,0.246599,,,
"ZK1073,1",0.577725,2.52053,O02485,"Uncharacterized protein ZK1073,1",15.6913,15.5756,15.4135,15.7863,14.938,15.1543,15.2232,14.8403,2.52053,0.00317406,0.577725,4.79497,+,,
snb-1,0.714343,1.48199,O02495,Synaptobrevin-1,17.9893,17.2537,17.3964,17.9482,16.9621,17.1102,17.2328,16.4252,1.48199,0.0226625,0.714343,2.75753,+,,
gpx-1,-1.37391,1.0834,O02621,Glutathione peroxidase 1,14.9829,13.1753,13.4707,15.9862,15.7835,15.8001,15.7065,15.8207,1.0834,0.0523618,-1.37391,-2.08181,,,
aex-3,-1.85516,2.64695,O02626,MAP kinase-activating death domain protein,14.0279,14.8391,14.2686,14.7018,16.2039,15.5353,16.4798,17.039,2.64695,0.0025303,-1.85516,-5.08496,+,,
cyp-35a2,-2.23097,3.23574,O02628,CYtochrome P450 family,12.4007,12.1966,12.3305,12.8052,14.7075,15.0023,13.775,15.172,3.23574,0.000925081,-2.23097,-6.60121,+,,
cah-6,0.916492,1.16355,O02637,Carbonic AnHydrase,15.1187,14.1517,13.9041,14.7943,12.7326,13.5474,14.1025,13.9202,1.16355,0.0440937,0.916492,2.21552,+,,
rpl-19,-0.126905,0.301411,O02639,60S ribosomal protein L19,18.1404,18.5493,18.5535,18.9086,18.6255,18.6522,18.8854,18.4965,0.301411,0.388824,-0.126905,-0.718322,,,
mdh-2,-1.21777,2.58601,O02640,"Probable malate dehydrogenase, mitochondrial",18.9759,19.9178,19.3933,19.2199,20.3331,20.8522,20.8363,20.3564,2.58601,0.00294245,-1.21777,-4.94377,+,,
cyp-33c8,2.3352,3.45965,O02641,CYtochrome P450 family,14.4085,13.8819,13.5197,12.9921,11.3945,11.1721,11.2015,11.6932,3.45965,0.000793587,2.3352,7.26079,+,,
sucl-2,-0.114753,0.288866,O02642,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",17.0129,16.5974,16.9144,17.2762,17.0832,17.0375,16.8553,17.284,0.288866,0.402596,-0.114753,-0.69304,,,
gsp-3;gsp-4,2.43105,4.69171,O02658;P91420,Serine/threonine-protein phosphatase PP1-gamma;Serine/threonine-protein phosphatase PP1-delta,13.2509,13.7207,14.0107,13.9014,11.42,11.1887,11.0227,11.528,4.69171,0.00020915,2.43105,11.997,+,,
unc-64,0.816775,1.02,O16000,Syntaxin-1A homolog,15.4151,14.2301,14.5078,15.3795,14.6743,13.4828,13.7061,14.4022,1.02,0.0613893,0.816775,1.97639,,,
gst-33,1.14403,2.12864,O16198,Glutathione S-Transferase,12.4746,11.7969,12.3293,12.5593,11.4639,10.6062,10.9161,11.5978,2.12864,0.00615146,1.14403,3.9618,+,,
lys-7,1.22034,3.22171,O16202,Lysozyme-like protein 7,19.4431,19.3297,19.4067,20.0176,18.2743,18.0861,18.4081,18.5474,3.22171,0.000967742,1.22034,6.56154,+,,
"CELE_F17A9,4",-0.00637865,0.00495701,O16214,Uncharacterized protein,12.7442,13.3863,13.9743,13.2755,12.3533,13.9775,13.5335,13.5415,0.00495701,0.984188,-0.00637865,-0.014827,,,
"CELE_F17A9,5",0.589155,0.516643,O16215,Uncharacterized protein,13.007,14.3294,15.2632,14.3407,13.3704,14.2054,13.1244,13.8834,0.516643,0.213668,0.589155,1.12304,,,
"F17A9,2",0.396749,0.209985,O16216,CWF19-like protein 1 homolog,17.503,17.6781,19.0766,17.3289,18.9519,16.8379,16.1033,18.1064,0.209985,0.509767,0.396749,0.527742,,,
phat-3,2.01049,2.4004,O16225,PHAryngeal gland Toxin-related,20.472,18.5616,18.8501,19.5511,17.6746,17.0664,17.267,17.3849,2.4004,0.00412569,2.01049,4.52947,+,,
"C49G7,3",0.671804,0.541395,O16226,Uncharacterized protein,21.1071,19.0442,19.1854,20.9231,19.3575,19.2415,19.1017,19.8719,0.541395,0.200963,0.671804,1.16703,,,
"djr-1,2",1.797,4.75886,O16228,"Glutathione-independent glyoxalase DJR-1,2",12.9609,13.2124,13.3628,13.2473,11.4719,11.2175,11.2029,11.7032,4.75886,0,1.797,12.3214,+,,
"CELE_F44E7,4",0.3259,1.40433,O16249;Q8IA89;Q8MXK1,Uncharacterized protein,16.8174,16.9114,16.5607,17.118,16.4912,16.6024,16.413,16.5972,1.40433,0.0261507,0.3259,2.62322,+,,
"CELE_F44E7,9",1.03637,1.21893,O16254,Uncharacterized protein,17.8805,17.1704,16.7608,18.2533,16.4109,16.0407,16.1316,17.3363,1.21893,0.0390101,1.03637,2.30836,+,,
sti-1,0.491917,1.30711,O16259,Stress-induced-phosphoprotein 1,18.4973,17.7792,18.2473,18.4096,17.9455,17.5328,17.5332,17.9542,1.30711,0.0321869,0.491917,2.45723,+,,
"CELE_F40A3,2",-0.068445,0.0766334,O16265,Uncharacterized protein,14.1337,14.0468,13.9751,14.9576,13.7314,14.6496,14.7149,14.2911,0.0766334,0.778103,-0.068445,-0.213192,,,
"CELE_F40A3,6",-0.759373,3.52578,O16266,Uncharacterized protein,16.53,16.5249,16.5478,16.5503,17.1934,17.318,17.1061,17.5728,3.52578,0.000706383,-0.759373,-7.46557,+,,
ugt-61,0.981038,1.50313,O16276,UDP-glucuronosyltransferase,13.5397,13.6535,13.4502,14.2562,12.3046,13.6188,12.6456,12.4064,1.50313,0.0217691,0.981038,2.79438,+,,
"CELE_F59A7,2",-2.92686,3.17592,O16281,Uncharacterized protein,12.5349,11.7892,11.5855,12.6175,14.2752,15.2105,16.0199,14.7291,3.17592,0.00117972,-2.92686,-6.43337,+,,
cysl-4,-0.595307,0.734419,O16284,Cysteine synthase,17.0447,16.2536,16.2566,17.0513,17.6472,16.4724,16.9692,17.8985,0.734419,0.121139,-0.595307,-1.49983,,,
"CELE_F32D1,7",-1.73019,1.61372,O16291,Uncharacterized protein,12.9243,12.7313,15.0848,13.3988,15.0672,15.5577,15.6924,14.7426,1.61372,0.0170617,-1.73019,-2.98945,+,,
"F32D1,5",0.272877,0.146438,O16294,GMP reductase,16.2247,16.9417,18.1632,19.2354,16.9817,18.087,17.2705,17.1342,0.146438,0.621855,0.272877,0.384629,,,
mcm-7,0.266662,0.598015,O16297,DNA helicase,16.4314,15.8515,16.1588,16.1589,16.0112,15.5922,15.6122,16.3182,0.598015,0.172277,0.266662,1.26632,,,
hpo-18,-0.506293,0.368521,O16298,Uncharacterized protein,19.4884,18.6924,18.6998,19.3191,19.493,20.6805,18.0476,20.0037,0.368521,0.319391,-0.506293,-0.849805,,,
dnj-19,0.0714877,0.134908,O16303,DNaJ domain (Prokaryotic heat shock protein),16.1064,15.2889,15.9262,15.7661,15.9074,15.6489,15.4595,15.7859,0.134908,0.644933,0.0714877,0.357468,,,
cmd-1,-0.181688,0.590518,O16305,Calmodulin,19.4844,19.5854,19.7174,20.1031,19.9556,19.8848,19.7693,20.0074,0.590518,0.175495,-0.181688,-1.25327,,,
fkb-3,-0.228633,0.505347,O16309,Peptidylprolyl isomerase,15.0752,15.2522,14.7267,15.1939,15.1852,15.7978,15.0734,15.1061,0.505347,0.220991,-0.228633,-1.10283,,,
"C05C8,2",2.83366,5.62098,O16311,KRR1 small subunit processome component,14.1019,13.7542,14.0172,14.443,11.1298,11.1724,11.1927,11.4868,5.62098,0,2.83366,17.2958,+,,
"C05C8,1",1.20107,2.01672,O16314,Uncharacterized protein,15.8415,14.8062,15.1867,15.3916,14.1151,14.4303,14.447,13.4293,2.01672,0.00720723,1.20107,3.74001,+,,
"C05C8,7",0.988157,2.8677,O16315,Uncharacterized protein,12.4507,12.0681,12.3436,12.5278,11.4703,11.1895,11.0673,11.7105,2.8677,0.00208,0.988157,5.61968,+,,
"C10B5,3",0.911153,2.00052,O16319,Uncharacterized protein,16.7222,16.5337,16.3263,17.3533,15.5842,15.7074,15.9719,16.0274,2.00052,0.00736629,0.911153,3.70844,+,,
irg-1,1.74765,4.82408,O16327,Infection Response protein,15.6246,15.4386,15.5509,15.9539,13.8921,13.6651,14.0462,13.974,4.82408,0,1.74765,12.6443,+,,
catp-3,0.80569,1.91904,O16331,Cation transporting ATPase,15.9563,15.1922,15.2171,15.688,14.3678,14.667,14.8262,14.9699,1.91904,0.00860682,0.80569,3.55156,+,,
asp-8,-0.797438,1.69905,O16338,ASpartyl Protease,12.0434,11.7745,12.1484,12.4188,12.4983,13.5081,12.8131,12.7554,1.69905,0.0142808,-0.797438,-3.14281,+,,
