geneName,log2FC,pvalue,Protein IDs,Protein.names,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03, -Log.p.value, Student's T-test q-value rpn6_ev,log2FC,Student's T-test Test statistic rpn6_ev,Sign p-val: 0.05 
pdhb-1,2.05721,2.41841,O44451,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",30.4045,30.2199,29.7415,28.5542,28.0494,27.5906,2.41841,0.00835802,2.05721,6.02843,+
grd-10,-0.490475,0.41847,O44471,,26.482,26.5851,26.8479,26.3028,27.9895,27.0942,0.41847,0.420499,-0.490475,-0.982383,
fbxb-78,0.769363,0.283879,O44475,,29.3955,28.0086,26.2944,25.9445,28.0596,27.3863,0.283879,0.620466,0.769363,0.704207,
rpl-20,0.420874,0.582988,O44480,60S ribosomal protein L18a,31.1298,31.9524,31.7319,30.8996,31.0631,31.5888,0.582988,0.260099,0.420874,1.3072,
set-9;set-26,1.05448,1.67271,O44498;Q9U263,,28.2344,28.2958,27.9639,26.5772,27.3275,27.4258,1.67271,0.0239374,1.05448,3.67771,+
,2.06085,2.94664,O44517;U4PC34,,26.6485,26.948,26.1152,24.4977,24.4437,24.5877,2.94664,0.00192593,2.06085,8.33804,+
acdh-3,0.238136,0.35721,O44549,,27.3834,26.9334,27.1436,26.4281,27.2079,27.11,0.35721,0.500506,0.238136,0.857863,
lam-1,0.746497,0.423037,O44565;V6CIX7,,29.6491,29.3934,29.3463,30.0889,27.5193,28.5411,0.423037,0.417197,0.746497,0.99156,
tni-4,-0.00549062,0.00816052,O44572,Troponin I 4,30.7177,30.5609,30.5262,30.6098,30.2365,30.9751,0.00816052,0.988568,-0.00549062,-0.024823,
,-2.69651,4.5043,O44622,,26.2069,26.3811,26.1924,28.7306,29.0995,29.0397,4.5043,0,-2.69651,-20.8427,+
,1.95862,1.5099,O44716,,27.9587,29.8342,29.3743,27.475,26.7796,27.0367,1.5099,0.0319632,1.95862,3.26585,+
cpn-4,1.6746,2.23535,O44727,,26.2991,25.7059,25.7009,24.1528,24.6764,23.8529,2.23535,0.0109022,1.6746,5.36767,+
app-1,1.5584,1.40815,O44750,,27.531,25.9994,26.0934,24.6985,25.1232,25.1269,1.40815,0.0378099,1.5584,3.0224,+
bath-3;bath-4,-1.05847,3.33218,Q9N5P9;O44815,,28.9524,28.8813,28.8047,29.8572,30.1203,29.8364,3.33218,0.00188387,-1.05847,-10.4985,+
nep-2,0.262396,0.287793,O44857,Neprilysin-2,27.8889,27.6666,27.4122,28.0714,26.9823,27.1267,0.287793,0.612666,0.262396,0.712568,
haf-9,0.362183,0.91895,O44897;Q8IA64,,27.0877,26.8874,26.9309,26.5578,26.3328,26.9288,0.91895,0.109228,0.362183,1.96748,
pck-1,0.505917,1.05365,O44906;Q8ITY2;Q8ITY1;Q8ITY0,,33.6376,33.6943,33.9285,32.9339,33.1697,33.6391,1.05365,0.0773405,0.505917,2.24248,
,0.991034,1.01309,O44946,,27.2592,26.8137,27.3065,26.9964,25.7539,25.656,1.01309,0.0840376,0.991034,2.15869,
,-0.331905,0.764281,O44951,,24.4708,24.7452,24.2629,24.5747,24.8302,25.0697,0.764281,0.161092,-0.331905,-1.66087,
C34B2.6,3.89077,6.18411,O44952,"Lon protease homolog, mitochondrial",28.467,28.3348,28.5464,24.5307,24.5179,24.6274,6.18411,0,3.89077,54.9953,+
C34B2.10,-3.81513,4.89089,O44953,Probable signal peptidase complex subunit 1,23.7318,23.8703,24.0107,27.8183,27.442,27.798,4.89089,0,-3.81513,-26.0734,+
sdha-2,-0.435133,0.753537,O44954,,28.3644,28.5994,28.8972,29.3408,28.632,29.1936,0.753537,0.166104,-0.435133,-1.63982,
,1.5045,4.04496,O44955,,25.8376,25.9683,26.158,24.4635,24.4733,24.5137,4.04496,0.00122727,1.5045,15.9572,+
,-0.678747,2.92748,O44975,Sulfhydryl oxidase,27.318,27.1121,27.3227,27.8704,27.9024,28.0163,2.92748,0.00287273,-0.678747,-8.2422,+
teg-4,1.08762,1.09446,O44985,,25.2117,26.0864,26.7631,25.0556,25.068,24.6748,1.09446,0.0699601,1.08762,2.32772,
,1.45168,0.806032,O44995;W6RXW2,,31.8184,32.0248,31.7986,28.7705,31.2071,31.3092,0.806032,0.145227,1.45168,1.74292,
,1.16993,1.71659,O45011;O01854,,32.4357,32.3355,32.7092,30.7489,31.6241,31.5977,1.71659,0.0228079,1.16993,3.79386,+
nol-5,0.036377,0.16125,O45012,,32.0341,32.0894,32.228,31.9651,32.1777,32.0996,0.16125,0.809727,0.036377,0.429263,
,-4.15544,3.43722,O45060,,24.1271,23.9697,23.8993,27.4231,28.4942,28.5451,3.43722,0.00202778,-4.15544,-11.172,+
,2.05347,3.89466,Q86MG4;O45075,,29.2042,29.4348,29.65,27.3508,27.294,27.4838,3.89466,0.00102857,2.05347,14.6166,+
,-0.238347,0.359202,O45083,,29.1901,28.7043,29.5471,29.5204,29.1263,29.5098,0.359202,0.498326,-0.238347,-0.861961,
dyci-1,1.67205,2.12506,O45087,,28.1681,27.5568,27.9163,26.7553,26.0647,25.8049,2.12506,0.0132323,1.67205,4.99859,+
,0.67402,0.527422,O45097,,29.672,29.2211,28.9671,27.5905,29.3181,28.9296,0.527422,0.310432,0.67402,1.19849,
ech-5,2.79706,3.94743,O45106,,27.5448,27.0846,27.154,24.2645,24.6728,24.4549,3.94743,0.00110204,2.79706,15.0742,+
mrpl-2,0.900379,1.1978,O45110,,26.6464,27.5427,27.2086,25.7789,26.5823,26.3354,1.1978,0.0559089,0.900379,2.54835,
dlst-1,3.35899,4.07243,O45148,,32.1748,31.679,31.5119,28.5437,28.3843,28.3607,4.07243,0.00125581,3.35899,16.2148,+
,0.66686,1.44772,O45181,,33.1259,33.2714,32.9954,32.0683,32.6322,32.6917,1.44772,0.035287,0.66686,3.11588,+
ads-1,1.84475,1.97367,O45218,Alkyldihydroxyacetonephosphate synthase,28.8462,29.0528,29.1955,27.7285,27.4137,26.418,1.97367,0.0150635,1.84475,4.52411,+
osm-11,-0.379224,2.67716,O45346,,26.5686,26.4722,26.6447,26.9455,26.9053,26.9723,2.67716,0.00525097,-0.379224,-7.07789,+
kbp-3,-1.81907,1.11675,O45406,Kinetochore-binding protein 3,26.3719,27.0616,27.2095,30.1399,27.9042,28.0561,1.11675,0.0679729,-1.81907,-2.37471,
,-0.5506,0.808342,O45417,,25.2619,26.2189,25.4143,26.1742,26.369,26.0036,0.808342,0.144709,-0.5506,-1.74748,
fkb-6,0.667171,1.06916,O45418,,29.5729,29.1912,29.2223,28.1884,28.6856,29.1108,1.06916,0.0736174,0.667171,2.27475,
mccc-1,1.33526,2.58514,O45430,,30.309,30.6096,30.6368,28.8532,29.279,29.4175,2.58514,0.00673381,1.33526,6.688,+
clec-65,-0.819557,0.968537,O45443,,28.417,29.1177,29.137,30.259,29.7133,29.1581,0.968537,0.0950192,-0.819557,-2.06767,
clec-63,0.405277,0.650799,O45444,,33.9355,33.9441,34.4327,33.285,33.7373,34.0742,0.650799,0.214463,0.405277,1.43934,
uev-1,1.15235,2.27997,O45495,,30.4032,30.906,30.4507,29.6972,29.3442,29.2615,2.27997,0.0106366,1.15235,5.523,+
dnj-12,0.74531,0.964746,O45502,,29.4166,29.5238,30.0196,28.315,29.0448,29.3642,0.964746,0.0963182,0.74531,2.05997,
,0.30488,0.157009,O45518,,27.9364,27.3768,27.709,25.9524,28.125,28.0303,0.157009,0.816257,0.30488,0.419186,
acaa-2,0.402673,0.958998,O45552,,33.2142,33.3011,33.2441,32.462,33.0731,33.0163,0.958998,0.0982285,0.402673,2.04831,
cpf-2,0.692977,1.62094,O45577,,27.6013,27.5991,27.3407,26.4702,26.9863,27.0058,1.62094,0.0251533,0.692977,3.54357,+
cbd-1,-0.6651,2.0513,O45599,,30.0806,29.8002,29.6381,30.5053,30.596,30.413,2.0513,0.0132293,-0.6651,-4.76297,+
erfa-3,0.348338,0.350795,O45622,,28.5857,27.5814,27.7757,27.0843,27.9387,27.8748,0.350795,0.511617,0.348338,0.844648,
,-0.414886,0.793167,O45665,,27.4373,27.5946,27.3191,28.3188,27.6789,27.598,0.793167,0.150527,-0.414886,-1.71759,
,-0.0428899,0.112118,O45713,,33.1878,32.8327,32.8588,33.1279,33.022,32.8581,0.112118,0.860984,-0.0428899,-0.309392,
cpl-1,-0.37834,1.57177,O45734;H9G333,,32.2654,32.3669,32.3312,32.9033,32.6519,32.5434,1.57177,0.0268307,-0.37834,-3.41897,+
,-2.24605,1.55385,O45757,,25.3017,26.5375,25.5417,26.9446,28.5647,28.6096,1.55385,0.0283091,-2.24605,-3.37419,+
,-0.426703,1.12346,O45783,,29.0797,28.9055,28.8373,29.111,29.6711,29.3204,1.12346,0.0657201,-0.426703,-2.38892,
act-5,1.10217,1.98597,O45815,,31.5396,31.6159,30.9063,30.2532,30.4041,30.098,1.98597,0.0153318,1.10217,4.56135,+
gyg-2,-1.04172,0.420375,O45819,,29.6868,26.8864,28.7737,28.1981,30.3704,29.9036,0.420375,0.418988,-1.04172,-0.986212,
,0.488387,0.840356,O45864,Cytochrome b-c1 complex subunit 6,32.4844,32.0849,32.2411,31.2971,31.9847,32.0634,0.840356,0.133595,0.488387,1.81072,
ant-1.1,-0.639551,1.6162,O45865;G3MU69;Q86CZ8;G5EFW8;G5EFU2;Q86CZ9,,33.9994,33.7564,33.8248,34.7649,34.5403,34.1941,1.6162,0.0250282,-0.639551,-3.53144,+
lec-1,0.324347,0.308593,O45904,Galectin,26.9187,27.0072,26.5665,26.2422,27.3053,25.9719,0.308593,0.582177,0.324347,0.756672,
Y39E4A.3,0.793407,1.33236,Q4A1S8;O45924,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",24.9728,25.7494,25.0447,24.5547,24.6219,24.2102,1.33236,0.0432336,0.793407,2.84736,+
rpl-18,0.705529,0.572321,O45946,60S ribosomal protein L18,29.914,29.8691,29.4541,29.327,29.778,28.0157,0.572321,0.268574,0.705529,1.28638,
csc-1,4.48314,6.63105,O45952,Chromosome segregation and cytokinesis defective protein 1,29.1216,29.0837,28.9708,24.5331,24.6632,24.5304,6.63105,0,4.48314,71.1472,+
,0.687843,0.712877,O46000;O46001,,29.0527,28.3454,28.5069,28.0082,27.2512,28.5821,0.712877,0.182094,0.687843,1.56034,
tep-1,0.572903,0.401008,O46015;Q7JKM0;Q7YTU0,,27.9948,27.9203,27.391,26.0696,27.9537,27.5641,0.401008,0.441452,0.572903,0.947173,
,-0.910287,1.93003,O61198,,26.8284,26.7715,26.5674,27.3184,27.6005,27.9792,1.93003,0.0159247,-0.910287,-4.39376,+
ogdh-1,0.41144,0.469761,U4PC51;O61199,"2-oxoglutarate dehydrogenase, mitochondrial",28.7317,29.5802,29.0025,29.2583,28.3446,28.4771,0.469761,0.362825,0.41144,1.08477,
,2.07188,2.91754,O61217;U4PSA1,Purine nucleoside phosphorylase,26.8107,26.1911,26.6357,24.4135,24.209,24.7993,2.91754,0.00284685,2.07188,8.19288,+
ctl-3;ctl-1,1.2511,0.853307,U4PE16;Q8MYL7;O61235,Catalase;Catalase-2,29.7362,30.1272,30.0762,27.3916,29.4755,29.3193,0.853307,0.129321,1.2511,1.8364,
,-1.10065,1.79972,O61522,,30.0451,30.2584,30.5283,31.5631,31.6601,30.9105,1.79972,0.0188549,-1.10065,-4.0204,+
,0.30707,0.335174,O61524,,26.2768,25.8165,25.4874,24.9545,25.8009,25.9041,0.335174,0.53513,0.30707,0.8123,
pqn-59,-0.485764,1.10298,O61708,,29.6075,30.2858,30.0631,30.5336,30.3613,30.5188,1.10298,0.0694078,-0.485764,-2.34565,
fkb-7,-1.67707,0.844439,O61826,,26.3631,25.79,26.1874,25.979,28.6408,28.752,0.844439,0.13232,-1.67707,-1.81881,
chd-7,-0.775557,1.5861,O61845,,30.2083,30.4802,29.9268,30.6856,31.2248,31.0315,1.5861,0.0263404,-0.775557,-3.455,+
,0.113935,0.740253,O61848;H2KZW0;H2KZW1,,32.517,32.6374,32.7114,32.4913,32.5879,32.4448,0.740253,0.170214,0.113935,1.61382,
T26C12.1,0.5296,1.96378,O61856,Acetolactate synthase-like protein,27.9191,27.6901,27.9805,27.2064,27.3193,27.4753,1.96378,0.0153002,0.5296,4.49431,+
,0.769267,1.10312,O61887,,30.1357,29.9431,29.865,28.5795,29.5843,29.4722,1.10312,0.0694855,0.769267,2.34594,
clec-147,1.7978,1.23333,O62025,,27.6414,26.3116,25.2783,24.5841,24.6737,24.58,1.23333,0.0525679,1.7978,2.62593,
C08F11.11,-0.224037,0.316189,O62053,UPF0375 protein C08F11.11,31.2617,32.0567,32.1263,31.9061,32.0144,32.1962,0.316189,0.568255,-0.224037,-0.772649,
eif-6,-2.33659,0.924384,O62106,Eukaryotic translation initiation factor 6,29.3938,25.3882,26.678,29.4557,29.5623,29.4518,0.924384,0.1084,-2.33659,-1.9784,
,0.341585,0.428282,O62125,,26.6252,26.0124,26.8168,25.6645,26.3693,26.3958,0.428282,0.410351,0.341585,1.00208,
,-0.814333,0.89566,O62138,Acyl-coenzyme A oxidase,28.4341,27.3848,27.1329,28.1872,28.6751,28.5326,0.89566,0.116306,-0.814333,-1.92078,
F09B12.3,0.97034,1.83036,O62146,Putative phospholipase B-like 2,30.5275,29.8839,30.1602,28.9354,29.4126,29.3125,1.83036,0.0179447,0.97034,4.10614,+
rsr-1,-0.0951455,0.0886938,O62185,,26.6158,27.3867,27.5848,27.4767,26.8129,27.5833,0.0886938,0.887517,-0.0951455,-0.249478,
,3.35177,4.80568,Q95ZU4;O62210,,27.9794,27.6239,28.0618,24.5613,24.5343,24.5141,4.80568,0,3.35177,24.8191,+
cey-1,0.0374565,0.0620256,O62213,,29.8957,29.9412,30.0133,30.2735,29.5569,29.9074,0.0620256,0.924581,0.0374565,0.17863,
F33H2.3,-1.57526,2.34379,O62220,Acidic leucine-rich nuclear phosphoprotein 32-related protein 1,25.6778,26.353,26.5208,27.5767,27.8189,27.8818,2.34379,0.0099941,-1.57526,-5.75149,+
myo-6,0.0221214,0.0271486,Q5FC20;O62244,,27.9096,27.1628,27.1166,27.4539,27.1882,27.4805,0.0271486,0.965145,0.0221214,0.0809076,
tim-16,0.474294,0.686531,O62250,Mitochondrial import inner membrane translocase subunit tim-16,28.8904,28.299,29.1959,28.0152,28.3379,28.6093,0.686531,0.194065,0.474294,1.50895,
F45G2.10,0.743258,0.628007,O62252,MIP18 family protein F45G2.10,28.335,27.2375,27.2356,27.6304,26.413,26.535,0.628007,0.230387,0.743258,1.39495,
,3.67064,5.17883,U4PAQ6;O62265,,28.301,28.2913,28.0359,24.5816,24.3808,24.6539,5.17883,0,3.67064,30.7952,+
dct-18,-0.503239,1.27485,O62277,,29.3866,29.5073,29.24,29.7161,30.2177,29.7098,1.27485,0.0484887,-0.503239,-2.7178,+
ttr-51,0.641457,1.61773,O62289,,34.3373,34.6603,34.8099,34.1084,33.732,34.0426,1.61773,0.0250698,0.641457,3.53535,+
,2.52595,2.60105,O62317,,29.3979,29.1558,28.7855,25.9388,27.0075,26.8151,2.60105,0.00650549,2.52595,6.75403,+
rbm-28,-0.366753,0.139909,O62325,,28.8514,28.9323,28.9207,27.3289,30.2161,30.2597,0.139909,0.830432,-0.366753,-0.378067,
agl-1,-2.96506,2.83696,O62334,,25.0838,24.6545,25.1507,27.2469,28.156,28.3813,2.83696,0.00362393,-2.96506,-7.80276,+
,2.23472,2.11661,O62347,,28.3233,27.7887,27.3866,26.0975,25.794,24.903,2.11661,0.013199,2.23472,4.97115,+
,1.01899,2.51135,O62390,,30.0378,30.2464,30.5405,29.3846,29.1813,29.2019,2.51135,0.00750831,1.01899,6.3889,+
,-1.59047,2.91482,O62421,,26.9554,27.5355,26.9597,28.7427,28.7853,28.694,2.91482,0.00283408,-1.59047,-8.17943,+
ers-1;qars-1,-0.630469,0.679591,O62431;D3YT96;D3YT95;I2HAI0,Probable glutamine--tRNA ligase,28.0173,27.0863,27.31,27.4746,28.4618,28.3685,0.679591,0.1974,-0.630469,-1.49543,
sas-6,-0.0117741,0.00619813,O62479,Spindle assembly abnormal protein 6,26.0419,27.4595,26.6463,25.8295,27.4086,26.9449,0.00619813,0.99125,-0.0117741,-0.0188952,
ZK795.3,1.38191,2.13948,O62518,Brix domain-containing protein ZK795.3,26.1754,25.3279,25.9484,24.2777,24.3961,24.6322,2.13948,0.0128571,1.38191,5.04569,+
tsg-101,0.127687,0.0841035,O76258,,26.5737,25.9478,26.1429,27.0972,25.4946,25.6896,0.0841035,0.893238,0.127687,0.237494,
ilys-3,-2.16959,3.22767,O76357,,26.7419,26.3766,26.305,28.3234,28.9185,28.6903,3.22767,0.00172781,-2.16959,-9.86647,+
egl-4,0.91559,1.5209,U4PRL6;U4PEQ9;O76360,cGMP-dependent protein kinase;cGMP-dependent protein kinase egl-4,28.7581,29.3077,29.1578,27.9452,27.9238,28.6079,1.5209,0.0315432,0.91559,3.29278,+
rpt-5,1.03931,1.43188,O76371,,32.6141,32.4522,32.7805,32.1667,31.5126,31.0496,1.43188,0.0360748,1.03931,3.0783,+
,0.676983,0.809371,O76407,,28.2706,28.1098,28.0301,26.7004,27.7989,27.8802,0.809371,0.144353,0.676983,1.7495,
hcp-1,-1.02196,1.48687,O76447,,28.2726,27.9158,28.5652,28.7676,29.4443,29.6076,1.48687,0.0330931,-1.02196,-3.20985,+
,0.750767,0.80743,O76449,,28.6253,27.8416,27.885,26.6752,27.6629,27.7615,0.80743,0.144694,0.750767,1.74568,
F13C5.5,0.718137,0.625288,O76565,Uncharacterized protein F13C5.5,27.5339,27.8673,27.7426,26.0181,27.7199,27.2515,0.625288,0.232457,0.718137,1.38966,
rpn-11,2.1897,1.35414,O76577,26S proteasome non-ATPase regulatory subunit 14,30.3796,30.5132,30.5196,27.534,27.5194,29.7899,1.35414,0.0416769,2.1897,2.89714,+
mrpl-28,-0.00445557,0.00613282,O76606,,26.1332,26.2279,25.9213,26.4992,25.7391,26.0575,0.00613282,0.990877,-0.00445557,-0.0186975,
,-1.87776,2.02951,O76628,,25.5884,26.1503,25.7612,28.4206,27.496,27.2166,2.02951,0.0142171,-1.87776,-4.69498,+
emc-2,0.5027,1.56305,O76630,,25.0241,24.7469,25.2151,24.5422,24.376,24.5598,1.56305,0.0275231,0.5027,3.39714,+
,0.80178,1.20228,O76725,,27.433,27.4637,28.2614,27.099,26.6045,27.0493,1.20228,0.0555716,0.80178,2.55808,
,-0.15885,0.192692,Q2V4T0;O76836,,30.0234,29.5814,30.3673,30.5312,29.771,30.1465,0.192692,0.76762,-0.15885,-0.502585,
mig-6,0.191494,0.638365,O76840,Papilin,34.3108,34.287,34.3276,33.8523,34.2046,34.294,0.638365,0.223395,0.191494,1.41513,
unc-54,-0.108541,0.420119,P02566,Myosin-4,37.2394,37.3877,37.4719,37.6469,37.3711,37.4065,0.420119,0.418682,-0.108541,-0.985698,
myo-1,0.518429,2.09855,P02567,Myosin-1,34.4619,34.575,34.5295,34.1058,33.8032,34.1021,2.09855,0.0130025,0.518429,4.91289,+
gpd-4;gpd-1,0.0696259,0.132673,P17331;P04970,Glyceraldehyde-3-phosphate dehydrogenase 4;Glyceraldehyde-3-phosphate dehydrogenase 1,30.2606,30.377,30.6795,30.6605,30.2643,30.1833,0.132673,0.839264,0.0696259,0.360417,
vit-2,-0.870886,4.33698,P05690;G8JY38,Vitellogenin-2,36.9032,36.9636,36.8126,37.7713,37.7837,37.737,4.33698,0,-0.870886,-18.9134,+
vit-5,-0.88485,3.91945,P06125,Vitellogenin-5,36.0365,36.1966,36.2004,36.9939,37.0157,37.0785,3.91945,0.00108,-0.88485,-14.8299,+
hsp-1,-0.18602,0.472869,P09446,Heat shock 70 kDa protein A,35.4401,35.727,35.1804,35.5228,35.7462,35.6366,0.472869,0.358981,-0.18602,-1.09093,
act-4;act-3;act-1;act-2,0.19799,0.520673,Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1;P10984,Actin-4;Actin-3;Actin-1;Actin-2,36.356,36.474,36.3945,36.5315,36.1012,35.9979,0.520673,0.31633,0.19799,1.18523,
unc-15,0.474841,3.47767,P10567,Paramyosin,36.5413,36.6353,36.6707,36.167,36.1143,36.1415,3.47767,0.00213139,0.474841,11.4421,+
hsp-6,-0.319389,1.14661,P11141,"Heat shock 70 kDa protein F, mitochondrial",32.8326,32.7204,32.7613,33.3444,32.9572,32.9709,1.14661,0.061713,-0.319389,-2.43816,
myo-3,-0.191303,1.46469,P12844,Myosin-3,35.242,35.1625,35.0928,35.3769,35.4189,35.2754,1.46469,0.0341765,-0.191303,-3.15643,+
myo-2,0.36189,1.40759,P12845,Myosin-2,34.2794,34.6605,34.5666,34.1295,34.205,34.0862,1.40759,0.0377564,0.36189,3.02109,+
ama-1,1.21718,2.57051,P16356,DNA-directed RNA polymerase II subunit RPB1,25.6104,25.684,25.4289,24.5076,24.0232,24.5409,2.57051,0.00692958,1.21718,6.62776,+
let-2,-0.365326,0.506554,P17140,Collagen alpha-2(IV) chain,27.7331,27.7026,28.1014,27.6374,28.5503,28.4455,0.506554,0.328302,-0.365326,-1.15746,
gpd-3;gpd-2,1.34008,2.00295,P17330;P17329,Glyceraldehyde-3-phosphate dehydrogenase 3;Glyceraldehyde-3-phosphate dehydrogenase 2,29.8692,29.5273,29.7753,28.89,27.958,28.3036,2.00295,0.0146697,1.34008,4.61313,+
kin-3,0.0917734,0.0457241,P18334,Casein kinase II subunit alpha,27.1753,27.6221,28.572,26.6702,27.8778,28.5461,0.0457241,0.942121,0.0917734,0.133737,
vit-4,-1.22347,0.759751,P18947,Vitellogenin-4,33.4554,33.5223,31.2905,33.8664,33.8816,34.1907,0.759751,0.163145,-1.22347,-1.65199,
vit-6,-0.749797,2.03784,P18948,Vitellogenin-6,37.1229,37.2632,37.1318,38.2163,37.8446,37.7065,2.03784,0.0143497,-0.749797,-4.72089,+
mlc-1;mlc-2,-0.00185649,0.00548233,P19625;P19626,Myosin regulatory light chain 1;Myosin regulatory light chain 2,35.7876,36.0104,35.7994,35.7747,36.0357,35.7928,0.00548233,0.991813,-0.00185649,-0.0167265,
deb-1,0.425693,1.92539,Q8MPS2;P19826;V6CK82;V6CJ36;V6CLL2;Q9BI31;V6CLK1;V6CLG2,Vinculin,31.4072,31.4249,31.4884,30.9354,31.2018,30.9064,1.92539,0.0161503,0.425693,4.38005,+
cyc-2.1,-0.349606,0.639118,P19974;CON__P62894;Q23240,Cytochrome c 2.1,32.3199,32.5268,32.5812,32.3623,33.1099,33.0044,0.639118,0.222921,-0.349606,-1.41659,
hsp-4,0.54066,1.96252,P20163;V6CL98,Heat shock 70 kDa protein D,31.9925,32.2373,32.3352,31.7604,31.6443,31.5383,1.96252,0.0152344,0.54066,4.49053,+
hsp-3,0.883764,2.1728,P27420;V6CJ24,Heat shock 70 kDa protein C,31.4402,31.6539,31.3335,30.48,30.4199,30.8764,2.1728,0.0111792,0.883764,5.15581,+
ahcy-1,-0.362577,0.422837,P27604,Adenosylhomocysteinase,31.8626,32.1731,32.1039,31.7021,32.764,32.7612,0.422837,0.416952,-0.362577,-0.991159,
inf-1,-1.92336,2.50052,P27639;Q20935,Eukaryotic initiation factor 4A,27.9984,27.5173,28.0034,29.642,30.2556,29.3917,2.50052,0.00740984,-1.92336,-6.34598,+
crt-1,0.0669543,0.243497,P27798,Calreticulin,33.6828,33.6942,33.6282,33.4077,33.7756,33.6211,0.243497,0.689731,0.0669543,0.616661,
eef-2,0.0409495,0.141099,P29691,Elongation factor 2,34.5775,34.6908,34.6592,34.4023,34.6632,34.7393,0.141099,0.829543,0.0409495,0.380955,
kin-2,-0.322184,0.924237,P30625,cAMP-dependent protein kinase regulatory subunit,30.4947,30.4318,30.0432,30.8048,30.5386,30.5929,0.924237,0.108294,-0.322184,-1.97811,
ZK637.2,-0.661307,1.69183,P30629,Uncharacterized protein ZK637.2,30.3001,30.2848,30.2071,31.1687,30.5857,31.0215,1.69183,0.0235745,-0.661307,-3.72805,+
asna-1,0.845082,1.79104,P30632,ATPase asna-1,29.6178,29.5243,28.9589,28.5135,28.4424,28.6097,1.79104,0.0191676,0.845082,3.99633,+
R08D7.1,0.404498,0.411523,P30640,BUD13 homolog,28.7719,29.3594,29.4288,28.0583,29.1327,29.1556,0.411523,0.42972,0.404498,0.968399,
eif-3.D,0.436397,0.493909,P30642,Eukaryotic translation initiation factor 3 subunit D,29.5612,30.2024,30.2446,30.1417,29.0539,29.5035,0.493909,0.338406,0.436397,1.13254,
sod-2,-0.403379,0.78203,P31161,"Superoxide dismutase [Mn] 1, mitochondrial",29.9288,29.2628,29.6096,30.2778,29.8167,29.9168,0.78203,0.155325,-0.403379,-1.6957,
R107.5,2.34148,3.39968,P32743,Uncharacterized protein R107.5,28.5548,28.7768,28.1345,26.2026,26.29,25.9491,3.39968,0.00195973,2.34148,10.9267,+
hrs-1,-1.96813,3.18574,P34183,Histidine--tRNA ligase,25.7913,25.4845,25.8936,27.3645,27.848,27.8613,3.18574,0.00169767,-1.96813,-9.62306,+
,1.11691,1.18601,P34274,TIP41-like protein,27.6169,27.678,27.9445,27.3379,25.8495,26.7014,1.18601,0.0568957,1.11691,2.52282,
C02F5.3,0.788273,1.09142,P34280,Uncharacterized GTP-binding protein C02F5.3,27.8189,28.0148,27.794,26.4254,27.3696,27.4679,1.09142,0.0701413,0.788273,2.32133,
clp-1,0.658163,0.580919,P34308,Calpain clp-1,29.3947,29.7463,30.3304,28.3701,29.3041,29.8226,0.580919,0.261858,0.658163,1.30316,
C07A9.2,0.82107,0.383496,P34313,Protein BUD31 homolog,27.2665,28.9662,28.7868,26.2504,27.5571,28.7487,0.383496,0.462035,0.82107,0.911646,
C08C3.4,3.80732,1.09191,P34325,Uncharacterized protein C08C3.4,25.1832,30.5844,29.4024,24.5677,24.621,24.5594,1.09191,0.0700531,3.80732,2.32237,
C14B9.2,-0.616793,1.05827,P34329,Probable protein disulfide-isomerase A4,26.2186,26.621,26.8959,27.1645,26.8816,27.5397,1.05827,0.0761679,-0.616793,-2.25209,
rpl-21,0.918797,1.42314,P34334,60S ribosomal protein L21,33.4908,33.3941,33.3771,31.9055,32.8204,32.7797,1.42314,0.0368686,0.918797,3.05766,+
egl-45,0.125967,0.281045,P34339,Eukaryotic translation initiation factor 3 subunit A,29.7179,30.0932,29.9329,29.8235,30.0189,29.5237,0.281045,0.624548,0.125967,0.698139,
ran-2,0.848515,0.604829,P34342,Ran GTPase-activating protein 2,27.1444,26.1594,26.6897,24.9162,25.6868,26.8449,0.604829,0.244577,0.848515,1.3498,
let-754,0.899153,1.26816,P34346,Adenylate kinase,32.2177,31.4822,32.2565,30.731,31.4807,31.0473,1.26816,0.0485822,0.899153,2.70292,+
prp-8,0.01371,0.00702968,P34369,Pre-mRNA-splicing factor 8 homolog,26.7904,25.7374,25.6869,26.5597,24.9988,26.6151,0.00702968,0.98994,0.01371,0.0214102,
far-1,-0.912923,1.67839,P34382,Fatty-acid and retinol-binding protein 1,34.4425,33.606,33.871,34.8745,34.8691,34.9146,1.67839,0.0240629,-0.912923,-3.69261,+
far-2,0.181797,0.294186,P34383,Fatty-acid and retinol-binding protein 2,32.9165,32.9736,33.2106,32.5227,32.7291,33.3035,0.294186,0.605381,0.181797,0.726182,
F02A9.4,-0.272633,0.394583,P34385,"Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",27.535,27.5853,27.6436,27.8767,27.3502,28.3549,0.394583,0.447857,-0.272633,-0.934165,
F44B9.2,0.989094,1.03242,P34423,Uncharacterized protein F44B9.2,28.2856,27.5446,28.319,27.5415,26.3281,27.3123,1.03242,0.0810159,0.989094,2.1985,
